month_index,year_frac,demand_af_month,storage_cachuma_af,storage_gibraltar_af,storage_swp_af,desal_production_af_month,release_cachuma_af_month,release_gibraltar_af_month,release_swp_af_month,desal_max_capacity_af_month,desal_cost_usd_month,jrisk_months_supply,risk_plotted_neg_jrisk,deficit_af_month,drought,case,hydrologic_scenario_index,pareto_policy_index,timeseries_slot,source
0,0.0,902.98,15000.0,2000.0,4500.0,275.2804805301419,285.54617504619785,38.07282333949305,85.66385251385937,282.56436007272157,943666.5387956109,26.617207762561275,-26.617207762561275,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
1,0.08333333333333333,807.26,14714.453824953802,2048.3211766605073,4414.33614748614,280.5898726232016,127.84384281060461,17.796464187513987,38.353152843181384,282.56436007272157,946746.673619855,26.990033413411634,-26.990033413411634,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
2,0.16666666666666666,1001.5,14586.609982143198,2511.144712472993,4375.982994642959,282.56436007272157,236.12268013172562,40.649487470605195,70.83680403951767,282.56436007272157,947892.1319786846,29.16682844916827,-29.16682844916827,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
3,0.25,1136.0,14350.487302011472,4550.0,4305.146190603441,282.56436007272157,335.6574054523593,106.4243438335481,100.69722163570778,282.56436007272157,947892.1319786846,27.226223389266515,-27.226223389266515,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
4,0.3333333333333333,1356.8,14014.829896559113,3442.3756561664522,4204.448968967733,229.45171504639444,611.929383549301,150.3044153065488,183.57881506479023,282.56436007272157,1047770.468659282,30.5603843272378,-30.5603843272378,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
5,0.4166666666666667,1331.0,13402.900513009812,4550.0,6361.470153902942,226.24371037334242,438.99679693341477,149.03008674190963,208.36273600928013,282.56436007272157,1044312.9336158684,29.426975573794447,-29.426975573794447,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
6,0.5,1503.9,12963.903716076398,4295.59991325809,6153.1074178936615,158.69781372749907,692.2138969498061,225.5717434451362,248.11787423108197,282.56436007272157,971860.879998215,27.807888728963576,-27.807888728963576,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
7,0.5833333333333334,1526.9,12271.689819126592,3947.7581698129534,5904.989543662579,127.33135923207989,734.1089459976633,232.6198564985068,267.7591660253347,282.56436007272157,938401.2272687729,26.181223549868847,-26.181223549868847,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
8,0.6666666666666666,1405.5,11537.580873128929,3655.423313314446,5637.230377637245,118.29191520043562,663.9823150786473,207.37927445790382,246.66782322900715,282.56436007272157,928755.5488375166,24.614013532651448,-24.614013532651448,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
9,0.75,1281.8,10873.598558050282,3319.1740388565427,5390.562554408238,121.52467179729015,598.7217899342262,180.53734230855238,226.57752415707787,282.56436007272157,932205.1117166741,34.338424099739306,-34.338424099739306,0.0,pers87_sev0.83n_4,supply_curve_tariff_sensitivity/hour5_day1_year2/baseline/3mpd_30vessels,0,13,midfront_primary,run_all_cases.py
