cost,risk_months_supply
1749895526.6958332,62.41525318055477
2138452474.1170998,125.33919488369614
1854351072.1366735,101.62601977862118
1872177374.4698815,103.94174438270667
1776487826.5025833,78.8370192729275
1839170690.4443715,98.86152681736476
2078608210.6766136,122.52027274608342
1758084508.7834344,67.50341475626904
1811861192.578357,93.91205054045392
2091239218.6833882,123.14479341704543
2122990828.238905,124.89754294091628
1842903510.1986027,100.99266578237491
1927100048.0367255,111.59428951273742
1914252457.8035393,110.31933592715764
2041497162.706911,120.3825691138888
1983186432.592963,116.43538507772242
1765065108.6181324,71.61562589797566
1971588342.9337444,115.3452379205487
1990659423.4575126,117.07553060983307
1767158391.7538834,74.00517127075398
2102274999.9707344,124.02174149375935
1805044056.1432405,92.2685654499646
1801784165.4925067,90.99499738856994
1951814507.732434,113.42588106147134
2053558594.022637,120.69743462669462
2111446868.3105614,124.42717102181197
1879000832.461205,104.24081891820431
1780802863.3418,82.2809381860776
1940878986.21703,112.76272317121263
2062530802.3907876,121.70429085528095
2015436521.7896056,118.59270176967846
1798117136.4784102,88.85166988632548
2003940356.2770143,117.72238948052288
1827187537.9411273,97.26832576108555
1751628835.426249,63.01983828887113
2027048581.406121,119.51611366825094
1794383803.983786,88.53663061116238
1934371527.8147888,112.14366203906289
1887037005.8031445,105.73844760257823
1897227023.2418098,106.88297903630698
1754123216.0804238,65.22679195558828
1789468284.5208297,86.8247848772655
1761129519.8491607,70.25355385123089
2029951480.8729057,119.69293455962122
1819394262.2458477,95.76860298699462
1905247628.7716935,108.14528691761912
1818689783.9115462,95.46656568506569
1755373233.8036227,65.76828699449644
1888263159.8404229,106.13349329725368
1959438221.1872883,114.09633086906535
