cost,risk_months_supply
1393477576.9020274,125.33919488369614
1071912329.688245,62.36404504468776
1384592860.4772582,124.75198922008823
1091348229.3253763,73.1718898059971
1370109564.4193683,122.8200145601417
1235826498.0498424,106.9695267191901
1151428715.0977273,95.69532397696064
1222885107.311538,105.25171991627587
1109795326.819559,84.08067271756362
1353215843.937823,119.35626206524657
1326211789.9341724,116.93531152468779
1158165319.2958083,97.39277861394662
1100417297.9935393,79.08434147490368
1253051184.8913493,108.41046623822942
1096342526.2409167,76.45819980266647
1345306639.17768,118.31042424426434
1336184859.2515488,117.49752965224597
1187389611.4158835,101.99356403095985
1243814595.850223,107.6016272694238
1198267497.3593006,102.66472521355809
1286675085.5017412,111.34469342190489
1274587397.521011,109.81639307725712
1302837705.5057116,113.96907842663832
1126662423.7849624,90.82385020221668
1310822403.498986,114.73497084272533
1167459744.5771573,98.1473905864956
1116887519.502362,87.78095710164794
1281028893.4073768,110.54686321485792
1109415850.1122093,80.54339742255169
1143036822.9614282,94.38865043478985
1140935105.5414138,94.03502721216066
1293792592.5840595,112.77864930313379
1318380983.850143,115.38217876752256
1097497710.4004796,77.22154644835635
1087087037.942411,68.91991910862244
1131508087.512537,92.94276194317074
1077092303.7277982,64.56351208825102
1082264158.939849,65.97153831820592
1361063990.300365,120.92338371312417
1180201421.021488,101.21032534646496
1109186899.2321305,80.46359058330212
1071920620.0706291,62.36530678871826
1123913399.078287,88.55208765279951
1131369167.8265986,92.61400255639285
1217750673.101689,103.643967533761
1295365541.7953522,113.23295926074817
1365235755.6898434,121.58025407295938
1172295557.3802178,99.66380747039801
1262831399.2377458,109.33538732037229
1089386309.5301337,70.77481561069821
