water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,1500.0,366000
32.89473684210526,-24988.919667590028,366000
65.78947368421052,-45245.15235457064,366000
98.68421052631578,-59268.698060941824,366000
131.57894736842104,-67059.5567867036,366000
164.4736842105263,-68617.72853185596,366000
197.36842105263156,-63943.2132963989,366000
230.26315789473682,-53036.011080332406,366000
263.1578947368421,-35896.1218836565,366000
296.05263157894734,-12523.545706371173,366000
328.9473684210526,17081.717451523524,366000
361.84210526315786,52919.66759002763,366000
394.7368421052631,94990.30470914124,366000
427.6315789473684,143293.6288088643,366000
460.52631578947364,197829.63988919664,366000
493.4210526315789,258598.33795013838,366000
526.3157894736842,325599.7229916898,366000
559.2105263157894,398833.7950138503,366000
592.1052631578947,478300.5540166206,366000
625.0,564000.0,366000
