water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,7500.0,366000
32.89473684210526,-124944.59833795013,366000
65.78947368421052,-226225.76177285318,366000
98.68421052631578,-296343.4903047091,366000
131.57894736842104,-335297.783933518,366000
164.4736842105263,-343088.64265927975,366000
197.36842105263156,-319716.06648199446,366000
230.26315789473682,-265180.055401662,366000
263.1578947368421,-179480.60941828252,366000
296.05263157894734,-62617.72853185586,366000
328.9473684210526,85408.58725761762,366000
361.84210526315786,264598.33795013814,366000
394.7368421052631,474951.5235457062,366000
427.6315789473684,716468.1440443215,366000
460.52631578947364,989148.1994459832,366000
493.4210526315789,1292991.6897506919,366000
526.3157894736842,1627998.6149584488,366000
559.2105263157894,1994168.9750692514,366000
592.1052631578947,2391502.770083103,366000
625.0,2820000.0,366000
