water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
18.640350877192983,9320.17543859649,366000
37.280701754385966,18640.35087719298,366000
55.921052631578945,27960.526315789473,366000
74.56140350877193,37280.70175438596,366000
93.20175438596492,46600.87719298245,366000
111.84210526315789,55921.05263157895,366000
130.48245614035088,65241.228070175435,366000
149.12280701754386,74561.40350877192,366000
167.76315789473685,83881.57894736841,366000
186.40350877192984,93201.7543859649,366000
205.04385964912282,102521.92982456139,366000
223.68421052631578,111842.1052631579,366000
242.32456140350877,121162.28070175438,366000
260.96491228070175,130482.45614035087,366000
279.60526315789474,139802.63157894736,366000
298.2456140350877,139802.63157894736,366000
316.8859649122807,214946.54605263157,366000
335.5263157894737,290090.46052631584,366000
354.1666666666667,365234.37500000006,366000
