water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
13.706140350877194,1491.2280701754387,366000
27.412280701754387,2982.4561403508774,366000
41.11842105263158,4473.684210526316,366000
54.824561403508774,5964.912280701755,366000
68.53070175438597,7456.140350877193,366000
82.23684210526316,8947.368421052632,366000
95.94298245614036,10438.59649122807,366000
109.64912280701755,11929.82456140351,366000
123.35526315789474,13421.052631578947,366000
137.06140350877195,14912.280701754386,366000
150.76754385964912,16403.508771929824,366000
164.47368421052633,17894.736842105263,366000
178.1798245614035,19385.964912280702,366000
191.8859649122807,20877.19298245614,366000
205.5921052631579,22368.42105263158,366000
219.2982456140351,22368.42105263158,366000
233.0043859649123,34391.44736842105,366000
246.71052631578948,46414.473684210534,366000
260.4166666666667,58437.5,366000
