water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
18.640350877192983,1864.0350877192982,366000
37.280701754385966,3728.0701754385964,366000
55.921052631578945,5592.105263157895,366000
74.56140350877193,7456.140350877193,366000
93.20175438596492,9320.17543859649,366000
111.84210526315789,11184.21052631579,366000
130.48245614035088,13048.245614035088,366000
149.12280701754386,14912.280701754386,366000
167.76315789473685,16776.315789473683,366000
186.40350877192984,18640.35087719298,366000
205.04385964912282,20504.38596491228,366000
223.68421052631578,22368.42105263158,366000
242.32456140350877,24232.456140350878,366000
260.96491228070175,26096.491228070176,366000
279.60526315789474,27960.526315789473,366000
298.2456140350877,27960.526315789473,366000
316.8859649122807,42989.30921052632,366000
335.5263157894737,58018.092105263175,366000
354.1666666666667,73046.87500000001,366000
