cost,risk_months_supply
2020283050.1250978,145.4061512998999
1404908104.3133807,72.05589117627763
1562725189.3102233,119.85506907951105
1409802856.169557,74.72655790803528
1816034468.0900607,139.02636095557835
1885251429.414899,141.9781253060599
1529540242.6403973,115.15383981994357
1579970637.2492623,121.50239626888708
1972554723.7500138,144.56102677581515
1596019993.57271,123.17142948095716
1610087739.279596,124.70510266638796
2003652949.6021569,145.0185909780713
1463280984.0831187,102.04164047594199
1682034348.0058234,130.76681002390666
1843234061.4786766,140.10829645010793
1456675528.2063696,99.29873905512838
1631426399.6786923,125.55803482180609
1508543650.8765972,112.15636176477251
1912853810.4689777,143.14707468544418
1475207847.4793127,105.63759785573104
1418963038.1521173,78.88000428921123
1734220102.6384048,134.24478519143858
1548819451.5374894,116.49877675561194
1430058484.5527396,87.96029619988454
1861665544.3369915,141.24607939538575
1950977479.2889988,144.1969233795328
1719238050.9679203,133.43257807944374
1703255278.3764336,132.6816751014335
1938240143.1131148,143.77229586110474
1670723818.9641798,130.09241977103986
1426688969.5457463,84.47736538855392
1447739967.5066154,94.38983444034598
1485204066.5977077,108.12022278151639
1791820252.889066,137.98401475686748
1921030534.5537345,143.397193980302
1419208289.856895,78.9712252074341
1539018356.9699576,116.00665744670341
1421086615.699823,82.26366858016344
1639416035.2894702,127.36973612640773
1654164681.6436396,128.81095735757023
1763934914.9007878,135.90652621030242
1852785259.1417434,140.86389827597947
1499164490.0669415,110.9159535554812
1451099251.6378527,97.39431955681627
1469413746.3030403,104.30196584776247
1783435666.0437732,137.5252637238366
1438515733.6301517,90.5913422988232
1747112480.0917656,135.471307610816
1439893734.5451407,92.5511575670981
1637914194.6811264,127.24109575465943
