water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.07637734701819243,47369.77911461803,366000
64.84436761844547,91120.234726916,366000
129.1922824812731,133316.52526484127,366000
197.12993265395602,161614.538450219,366000
258.3463762890348,202497.4534012802,366000
322.92342319291856,239473.37308940315,366000
387.5004700968005,282568.9813997591,366000
452.0775170006834,319600.48591752583,366000
