water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,2000.0,366000
43.85964912280702,-45091.41274238228,366000
87.71929824561404,-81102.49307479226,366000
131.57894736842107,-106033.24099722994,366000
175.43859649122808,-119883.6565096953,366000
219.2982456140351,-122653.73961218834,366000
263.15789473684214,-114343.49030470914,366000
307.01754385964915,-94952.90858725761,366000
350.87719298245617,-64481.99445983377,366000
394.7368421052632,-22930.74792243764,366000
438.5964912280702,29700.831024930907,366000
482.4561403508772,93412.7423822716,366000
526.3157894736843,168204.9861495847,366000
570.1754385964913,254077.56232686993,366000
614.0350877192983,351030.4709141276,366000
657.8947368421053,459063.7119113575,366000
701.7543859649123,578177.2853185599,366000
745.6140350877193,708371.1911357342,366000
789.4736842105264,849645.4293628812,366000
833.3333333333334,1002000.0,366000
