water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,3000000.0,366000
32.89473684210526,3000000.0,366000
65.78947368421052,3000000.0,366000
98.68421052631578,3000000.0,366000
131.57894736842104,3000000.0,366000
164.4736842105263,3000000.0,366000
197.36842105263156,3000000.0,366000
230.26315789473682,3000000.0,366000
263.1578947368421,3000000.0,366000
296.05263157894734,3000000.0,366000
328.9473684210526,3000000.0,366000
361.84210526315786,3000000.0,366000
394.7368421052631,3000000.0,366000
427.6315789473684,3000000.0,366000
460.52631578947364,3000000.0,366000
493.4210526315789,3000000.0,366000
526.3157894736842,3000000.0,366000
559.2105263157894,3000000.0,366000
592.1052631578947,3000000.0,366000
625.0,3000000.0,366000
