water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,5055.0,366000
22.17105263157895,-55111.40235457065,366000
44.3421052631579,-101121.00415512468,366000
66.51315789473685,-132973.80540166204,366000
88.6842105263158,-150669.80609418286,366000
110.85526315789474,-154209.00623268692,366000
133.0263157894737,-143591.40581717447,366000
155.19736842105263,-118817.00484764535,366000
177.3684210526316,-79885.80332409975,366000
199.53947368421055,-26797.80124653736,366000
221.71052631578948,40447.001385041745,366000
243.88157894736844,121848.60457063734,366000
266.0526315789474,217407.00831024954,366000
288.22368421052636,327122.21260387835,366000
310.39473684210526,450994.2174515239,366000
332.5657894736842,589023.0228531859,366000
354.7368421052632,741208.6288088644,366000
376.90789473684214,907551.03531856,366000
399.0789473684211,1088050.242382272,366000
421.25,1282706.25,366000
