water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,8500.0,366000
18.640350877192983,-76558.86426592799,366000
37.280701754385966,-141603.8781163435,366000
55.921052631578945,-186635.04155124648,366000
74.56140350877193,-211652.35457063714,366000
93.20175438596492,-216655.81717451525,366000
111.84210526315789,-201645.42936288082,366000
130.48245614035088,-166621.1911357341,366000
149.12280701754386,-111583.10249307484,366000
167.76315789473685,-36531.16343490302,366000
186.40350877192984,58534.626038781134,366000
205.04385964912282,173614.2659279781,366000
223.68421052631578,308707.75623268704,366000
242.32456140350877,463815.09695290844,366000
260.96491228070175,638936.2880886425,366000
279.60526315789474,834071.3296398891,366000
298.2456140350877,1049220.221606648,366000
316.8859649122807,1284382.9639889197,366000
335.5263157894737,1539559.5567867036,366000
354.1666666666667,1814750.0,366000
