water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,20000.0,366000
43.85964912280702,-450914.12742382276,366000
87.71929824561404,-811024.9307479225,366000
131.57894736842107,-1060332.4099722994,366000
175.43859649122808,-1198836.565096953,366000
219.2982456140351,-1226537.3961218833,366000
263.15789473684214,-1143434.9030470913,366000
307.01754385964915,-949529.0858725761,366000
350.87719298245617,-644819.9445983376,366000
394.7368421052632,-229307.47922437638,366000
438.5964912280702,297008.31024930906,366000
482.4561403508772,934127.4238227159,366000
526.3157894736843,1682049.8614958469,366000
570.1754385964913,2540775.6232686993,366000
614.0350877192983,3510304.709141276,366000
657.8947368421053,4590637.119113575,366000
701.7543859649123,5781772.853185598,366000
745.6140350877193,7083711.911357341,366000
789.4736842105264,8496454.293628812,366000
833.3333333333334,10020000.0,366000
