water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
22.17105263157895,19214.912280701756,366000
44.3421052631579,38429.82456140351,366000
66.51315789473685,57644.73684210527,366000
88.6842105263158,76859.64912280702,366000
110.85526315789474,96074.56140350878,366000
133.0263157894737,115289.47368421053,366000
155.19736842105263,134504.3859649123,366000
177.3684210526316,153719.29824561405,366000
199.53947368421055,172934.2105263158,366000
221.71052631578948,192149.12280701756,366000
243.88157894736844,211364.03508771933,366000
266.0526315789474,230578.94736842107,366000
288.22368421052636,249793.8596491228,366000
310.39473684210526,269008.7719298246,366000
332.5657894736842,288223.68421052635,366000
354.7368421052632,288223.68421052635,366000
376.90789473684214,443143.9144736843,366000
399.0789473684211,598064.1447368423,366000
421.25,752984.3750000001,366000
