water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,122362.07662884456,366000
108.914096847943,162610.96637677946,366000
175.2096340597346,185980.7742542426,366000
262.77626241609056,213455.81735104063,366000
