water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
45.20547945205496,83589.59954285013,366000
90.41095890410588,106222.9362334754,366000
135.6164383561621,129771.3077087184,366000
180.8219178082163,156992.16708368043,366000
226.02739726027275,184680.56031225107,366000
271.232876712349,211495.01549041035,366000
316.4383561643941,242012.751495424,366000
361.64383561643336,274183.3234703116,366000
406.84931506848415,304714.82863912074,366000
452.0547945205349,340363.02261160995,366000
