water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
37.67123287671271,83123.41914349861,366000
75.34246575342469,107235.73768004414,366000
113.01369863014607,131191.9437063492,366000
150.68493150685066,156500.28377066983,366000
188.35616438356172,179548.52115005805,366000
226.0273972602715,205257.94260845965,366000
263.6986301369444,230525.4621141856,366000
301.3698630136567,257490.9125459485,366000
339.0410958903977,292579.5199113033,366000
376.712328767106,353688.9049842689,366000
