case,case_label,fraction,scenario,cost,risk_months
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,9,1284156717.0274823,31.60807482019898
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,10,1284156717.0274823,34.903221185359975
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,11,1284156717.0274823,33.48965973895483
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,12,1284156717.0274823,29.64407890513502
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,13,1284156717.0274823,33.95543295411364
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,14,1284156717.0274823,33.0062042267928
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,15,1284156717.0274823,35.9956441519574
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,16,1284156717.0274823,33.79130208034646
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,17,1284156717.0274823,36.00823136378311
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,18,1284156717.0274823,32.61009438224906
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,1.0,19,1284156717.0274823,34.35200041108073
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,0,1226208086.6559472,31.749584306691435
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,1,1226208086.6559472,33.93822219521295
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,2,1226208086.6559472,33.277316142288036
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,3,1226208086.6559472,29.520292305698852
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,4,1226208086.6559472,34.77388777822885
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,5,1226208086.6559472,32.54691639323352
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,6,1226278086.6559472,34.21037628973388
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,7,1226208086.6559472,30.98181140828057
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,8,1226318086.6559472,29.549794833344816
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,9,1226208086.6559472,28.75955104080058
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,10,1226208086.6559472,32.81635616207084
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,11,1226208086.6559472,31.270741172711688
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,12,1226208086.6559472,26.809997414674353
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,13,1226208086.6559472,31.581271423343143
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,14,1226208086.6559472,30.824826760369294
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,15,1226208086.6559472,34.37646833428282
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,16,1226208086.6559472,31.79638032808553
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,17,1226208086.6559472,34.708167809812736
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,18,1226208086.6559472,30.222448724643982
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.8,19,1226208086.6559472,32.68222239182418
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,0,1163077907.7764993,29.352297987843706
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,1,1163077907.7764993,32.47988653413158
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,2,1163077907.7764993,30.737914877804002
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,3,1163077907.7764993,27.115270173652892
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,4,1163077907.7764993,33.45614017068642
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,5,1163077907.7764993,30.18273660228065
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,6,1163207907.7764993,32.581332890395295
