electricity_cost_usd_month,water_production_AF_month,fixed_cost_usd_month
10300.68670263365,0.0,366000
26336.234282879283,47.99043304309763,366000
42456.17948196829,96.42640061046806,366000
58207.09381518289,142.63469555647458,366000
73080.45831943021,189.35217281593577,366000
88308.2001193174,235.46499607816943,366000
104174.95246187628,282.5643600727215,366000
