water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
37.67949119564164,96283.44749260411,366000
75.35898239128333,116076.59045628112,366000
114.43872494892517,156694.72984951618,366000
150.68614088797565,185626.50570063063,366000
189.28852502675394,222835.81065585976,366000
226.04512327925903,249535.2579032844,366000
263.7246144749007,281840.4278751893,366000
301.3722817759515,319271.6394229329,366000
339.05177297159315,350733.1580792035,366000
376.7312641672349,382993.9253502858,366000
