water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
45.21538943476997,107348.01485614246,366000
90.43077886953978,137224.67176018195,366000
135.6461683043095,177010.06778580087,366000
180.82336906557146,209505.76373960695,366000
227.14623003210548,250936.36122433425,366000
271.25414793511226,280661.9420616336,366000
316.4695373698821,316630.6060711433,366000
361.6467381311428,358306.3467045606,366000
406.86212756591317,393335.6870473144,366000
452.0775170006834,429254.9129691004,366000
