cost,risk_months_supply
949910010.2548115,19.191285901653874
1185483418.1402855,29.903587961950826
1045864929.806907,27.307216518208527
1062040204.258906,27.95399771182478
1038881353.7154499,26.92170921401506
996013486.8605654,24.249735489941447
1031621747.3184569,26.850095416088305
972208452.0920213,21.70273829878476
1156736225.497019,29.607222353499946
1012826615.4546486,25.56476045927087
1024722201.5497665,26.51674311777461
1001837206.1460822,24.623889684193102
1178704191.9960651,29.816683773214304
960965538.9500717,20.527105025342177
1017982511.0851618,25.872404812757402
1123794045.2701144,29.170942331462555
964437718.9744139,20.928264720030676
992640246.701017,23.957172018051413
1009549229.6791404,25.250189349813375
1143903022.3279374,29.54683558384685
1097744845.491125,28.6500392686424
1090117404.8895073,28.618884643709453
1116659112.5958843,29.11446828620769
1131487433.8693511,29.32142142706319
987154132.1641681,23.400963610140938
1167457811.2603228,29.757968901749916
1063528531.2315308,28.026420037737665
984682523.1764529,23.1261969057401
1003375922.8243363,24.907745739867476
974690836.0806977,22.094712332772264
1135334800.268063,29.440278603756404
1021711247.5549343,26.299122718077022
1020914317.985178,26.090164596752423
1074426037.8345766,28.03950538022341
1079046151.647786,28.24952295470795
1167688237.683423,29.760088605113936
966000926.4899533,21.06403043776756
967426520.5891812,21.39682007391679
991261474.05916,23.708622889922466
958913364.3907568,20.257392653084814
1112390961.179978,29.000898362824945
980989179.7847402,22.800240932127046
1082069276.3775227,28.334568980604267
1104478578.1420588,28.693357307666304
990789548.8769715,23.508030615605414
980150697.5385453,22.480149454502858
952818336.9882895,19.535794564232678
955084243.225674,19.871178611008048
1074957891.1351867,28.08723587265323
1148841964.9563084,29.578117273036618
