cost,risk_months_supply
1107592012.8572228,26.726478087720174
1440054211.2353268,43.34800235057118
1209906258.6759536,38.149318537897116
1304600447.598471,41.107757286912005
1311371166.1549008,41.251606539043266
1125714726.1231694,30.176896725500853
1126987283.6744008,30.41359768006281
1213341016.5194159,38.30955361716821
1299404661.4243712,40.980972574173926
1163054830.1470652,35.01176949677265
1235592482.7436655,39.21585612937572
1140801942.4231741,32.57013729866376
1192470313.4341898,37.244723067277135
1412254112.6206017,43.08722419601952
1165596156.492143,35.236629735987464
1315641206.5556097,41.360605779471584
1181230226.109246,36.47573702459495
1264099243.3218267,40.06065443447238
1207198096.024294,37.968179448077166
1254885209.430336,39.82680324039148
1421350263.2365246,43.17557014932052
1129412982.3930492,30.81895026801713
1302652349.9467967,41.04909911203948
1151990979.841972,33.79454117184706
1318616368.6569352,41.42436573286123
1130999315.2529585,31.078253398525135
1415261347.864222,43.11226817189355
1127536940.773987,30.558417921612648
1174463363.7180398,36.02728916422818
1418437818.2900767,43.155506431861646
1233706823.6404314,39.11027521846178
1257761547.60949,39.87139785262835
1109584210.5869932,27.05873148432402
1424871514.651068,43.22183528044248
1430902564.8745928,43.2774228554178
1123887119.002797,29.84645241463025
1378734707.7986045,42.57461957850863
1221119243.0888276,38.59132095915279
1150565029.1806629,33.68186791662656
1139061490.82001,32.33926956132992
1296399379.9055712,40.913212944618714
1152891076.7322557,33.95046719327045
1375711818.7535968,42.52237153482314
1139029971.5818207,32.16112918029608
1408386988.9364333,43.04022831937398
1244605141.9728413,39.51335470574605
1275207276.316893,40.406290931288
1241739551.5391302,39.36369366186311
1149717535.284582,33.55813423682322
1132723431.2194946,31.389806452897467
1313273777.8548934,41.2820130149518
1224934419.1023383,38.7184411324043
1266972877.351423,40.140504554469295
1143373205.6205661,32.721352870407856
1177037522.6797016,36.183857582124446
1172130429.1539397,35.82906282599995
1140399684.2527394,32.442223852151024
1223101022.4899466,38.65663910912645
1385269927.8082728,42.66798115417517
1158473419.1831253,34.554851752443064
1120439404.8166025,29.20988828413393
1283899930.9669366,40.59888989848242
1117211901.8126988,28.391086864950232
1173107552.794722,35.9335217749215
1391376775.2861693,42.758478332352816
1145531378.878991,33.09324424856259
1167855184.4297853,35.43945374918689
1252325156.7869155,39.75294233371598
1116394424.2077203,28.294990529405112
1231763481.0081534,39.04353243561
1159436118.7655778,34.69172751611778
1128468572.4441369,30.71340209266142
1238580424.4658709,39.29507060391517
1247637442.6874707,39.57953116043727
1204402961.8263187,37.86207017092361
1269626104.318832,40.251302922050456
1115719886.4118476,28.15715121753132
1156075531.116486,34.276455800915286
1182669342.8240075,36.610160060291335
1243134901.3996606,39.47091458768021
1230350332.9547439,38.97189672538717
1118563182.905767,28.722949287488596
1131776893.0548565,31.223409033636027
1176036419.7732272,36.16075857963739
1339174247.4907897,41.80978194121855
1190103325.3502235,37.10524329861009
1273347976.2420268,40.326929092826276
1178978464.8042538,36.33281520122149
1144259319.0099268,32.894278898570995
1168989208.0280023,35.55824600762813
1226698566.898331,38.799018640970004
1108859670.8803787,26.927766747360106
1388397676.8976293,42.72434167949313
1259674206.4141805,39.94909667176562
1117291910.9501572,28.565671294393365
1382234196.8030663,42.62702852260545
1395450464.4316707,42.86214919475892
1108578542.5832298,26.83777803175858
1281300537.090714,40.54284842472037
1405299150.1489034,42.99769604460688
1290772855.3671777,40.7373353950815
1272169647.406355,40.281852315254085
1188862757.2910666,37.02171166132179
1166727374.9543207,35.35987058733463
1135391320.6681008,31.81214649283251
1434218347.386174,43.30274747911365
1228862446.356431,38.896657336406854
1114105099.4379077,27.92145461796759
1184819729.2667298,36.72283308919884
1333653931.714077,41.71112288615461
1350408836.9075217,42.07747655011387
1277291808.410464,40.4602164820375
1201263195.9093065,37.710907785064116
1206516333.6497352,37.92751833045679
1122926764.053244,29.719427597687805
1335839542.3528607,41.76811129034044
1267773599.5480394,40.19912874963685
1354053544.981246,42.132597843284756
1218895516.4002805,38.512185494254275
1364755773.7617288,42.32013515202191
1114867054.020488,28.070109191171404
1185942556.0667624,36.783229065055195
1153839216.6089025,34.04888627523862
1156809682.0010152,34.410083673842095
1134564032.4211807,31.65367873522275
1340906662.5152423,41.87568330803879
1124855934.1650598,30.04168516385074
1136037035.8272338,31.965572889866756
1138227466.9864035,32.04007599518122
1261909550.9807522,40.00105409105262
1402687255.355502,42.96401437614372
1399334531.6675658,42.894639321947366
1248267397.06604,39.633638665520834
1346208892.0759125,41.9832842827158
1342224474.4836776,41.89632736922728
1381150923.8923335,42.608406505928755
1198377870.1683438,37.55717184716447
1397129036.2269318,42.88522201589243
1239520432.4644315,39.323014264073265
1146518772.4205544,33.210947500560515
1179503864.4893422,36.360534227613954
1187221515.767608,36.84251722897055
1194046882.703746,37.335340550529494
1437978581.9531586,43.31788596650087
1117887067.916723,28.62405786658477
1199852247.6343048,37.639183763411374
1183736122.8903165,36.644890663114474
1427424397.7564695,43.23273418394363
1110508603.9232965,27.205603186020504
1294566107.699124,40.87574677795503
1148924034.1511896,33.437483516873755
