cost,risk_months_supply
1490777932.533474,105.11054842663893
2176628003.2962055,177.66267524976948
1516226857.5141149,118.90664360099974
1608718313.8060017,143.7391890787221
1513312596.923369,117.81532147095727
1684368160.3006184,152.88195143612515
1504349571.6944323,112.40710758695063
1691551650.0096357,153.61839605147367
2070678620.455232,175.3191812383409
1954790942.581121,170.49491333200572
1508312734.8516665,114.72778582117697
1509909951.5819244,115.80849042614582
2029057612.0350094,173.804837097508
1505262448.2036738,113.34539772953767
1806217634.6942239,162.2012109267245
1621299184.1647644,145.64830679838695
1528648383.3627172,124.4163697133766
1575900205.6302083,138.4222225413077
2118478058.0877953,176.57136162298917
1615233293.0215213,145.0567168203816
1790711114.6993396,161.2881863068948
1906980339.854451,167.8879793259857
1573232075.6421695,137.4607379063402
1628374820.306781,146.61452340130455
1506694052.6332035,114.10630182174745
1851285791.5002465,164.93901101705495
2011500164.9333622,173.09166206188883
1517644883.6981137,119.80062015477488
1520511318.5828428,121.12511437302285
1941379932.7829537,169.89398569237193
1985211077.1426673,171.92532793364438
1496829882.7757964,108.37592606719932
1547666247.4076447,131.32882825875265
1830975991.6829963,163.73571558300674
1492069012.0367455,105.56919744274255
2035831570.06487,173.90573941933647
1755683705.1970387,158.76749986313334
1567329377.1486268,136.25689209120023
1512024329.2955322,117.05565153269065
1869584358.336207,165.90044258938138
1521799648.1775992,121.69944334424035
1552489807.5155158,132.83286102360185
1585534315.445041,140.230931194687
1535706301.7259479,127.05492451987224
2094198709.0642388,176.02432970293043
1539958392.0685453,128.6766865624369
2000100185.8212464,172.61755193288153
1653801626.9852052,149.5279450694015
2079150211.534893,175.58117588699358
1541803337.983196,129.25220813321877
1502411674.7589254,111.4661848725306
1554670214.4722295,133.57022576418169
1599900060.0574522,142.55288305389914
1898600126.9652264,167.38173449938864
1542600843.2021194,129.9180640735406
1757049250.334869,159.11415599319628
1771880507.3355591,160.1897607454646
1603298655.1851127,142.96810363405535
1961790506.9329426,170.86528385508913
1511166118.2712712,116.44996288289174
1767693904.6321692,159.88623434201554
1858688318.3512466,165.29804840295762
1812099811.0111537,162.56618205847647
1532771200.9258428,125.31482583697107
2056956686.1221337,174.8617307514565
1633683221.4756103,147.09382634421064
1861865224.5292034,165.32453953788973
1579079021.346085,138.70969826820982
1525879551.7476265,123.5693252132143
1659139077.1488166,149.8065694869133
1972744669.7876687,171.37775145784596
1582393152.5692396,139.54499243789706
1525816339.983625,123.29447358665121
2020667522.227675,173.46290812741353
1550155806.1776147,132.061426261013
1555926266.855516,133.9763497668343
2168474485.9328237,177.64401794526853
1558636277.3947923,134.54658392692633
1706708645.494178,155.2486978877019
1916886036.2085118,168.39821941477155
1596862620.0776463,142.01883723243682
