electricity_cost_usd_month,water_production_AF_month,fixed_cost_usd_month
30513.33628668573,0.0,366000
79885.94331007352,47.99043304309763,366000
126178.0372456776,96.42640061046806,366000
170993.1728515225,142.12551324301995,366000
216483.48940811396,189.35217281593577,366000
261340.82382338055,235.46499607816943,366000
308434.69513799704,282.5643600727215,366000
