water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
32.89473684210526,26491.228070175435,366000
65.78947368421052,52982.45614035087,366000
98.68421052631578,79473.6842105263,366000
131.57894736842104,105964.91228070174,366000
164.4736842105263,132456.1403508772,366000
197.36842105263156,158947.3684210526,366000
230.26315789473682,185438.59649122803,366000
263.1578947368421,211929.82456140348,366000
296.05263157894734,238421.05263157893,366000
328.9473684210526,264912.2807017544,366000
361.84210526315786,291403.5087719298,366000
394.7368421052631,317894.7368421052,366000
427.6315789473684,344385.9649122807,366000
460.52631578947364,370877.19298245606,366000
493.4210526315789,397368.4210526315,366000
526.3157894736842,397368.4210526315,366000
559.2105263157894,610953.947368421,366000
592.1052631578947,824539.4736842106,366000
625.0,1038125.0000000001,366000
