water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
22.17105263157895,1921.4912280701756,366000
44.3421052631579,3842.982456140351,366000
66.51315789473685,5764.473684210527,366000
88.6842105263158,7685.964912280702,366000
110.85526315789474,9607.456140350878,366000
133.0263157894737,11528.947368421053,366000
155.19736842105263,13450.43859649123,366000
177.3684210526316,15371.929824561405,366000
199.53947368421055,17293.42105263158,366000
221.71052631578948,19214.912280701756,366000
243.88157894736844,21136.403508771935,366000
266.0526315789474,23057.894736842107,366000
288.22368421052636,24979.385964912282,366000
310.39473684210526,26900.87719298246,366000
332.5657894736842,28822.368421052637,366000
354.7368421052632,28822.368421052637,366000
376.90789473684214,44314.39144736843,366000
399.0789473684211,59806.41447368423,366000
421.25,75298.43750000001,366000
