water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
32.89473684210526,13245.614035087718,366000
65.78947368421052,26491.228070175435,366000
98.68421052631578,39736.84210526315,366000
131.57894736842104,52982.45614035087,366000
164.4736842105263,66228.0701754386,366000
197.36842105263156,79473.6842105263,366000
230.26315789473682,92719.29824561402,366000
263.1578947368421,105964.91228070174,366000
296.05263157894734,119210.52631578947,366000
328.9473684210526,132456.1403508772,366000
361.84210526315786,145701.7543859649,366000
394.7368421052631,158947.3684210526,366000
427.6315789473684,172192.98245614034,366000
460.52631578947364,185438.59649122803,366000
493.4210526315789,198684.21052631576,366000
526.3157894736842,198684.21052631576,366000
559.2105263157894,305476.9736842105,366000
592.1052631578947,412269.7368421053,366000
625.0,519062.50000000006,366000
