water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,625.0,366000
13.706140350877194,-3973.770775623269,366000
27.412280701754387,-7490.477839335181,366000
41.11842105263158,-9925.121191135735,366000
54.824561403508774,-11277.700831024931,366000
68.53070175438597,-11548.216759002768,366000
82.23684210526316,-10736.668975069253,366000
95.94298245614036,-8843.057479224377,366000
109.64912280701755,-5867.382271468139,366000
123.35526315789474,-1809.6433518005535,366000
137.06140350877195,3330.159279778408,366000
150.76754385964912,9552.025623268704,366000
164.47368421052633,16855.955678670365,366000
178.1798245614035,25241.949445983373,366000
191.8859649122807,34710.00692520775,366000
205.5921052631579,45260.128116343476,366000
219.2982456140351,56892.31301939062,366000
233.0043859649123,69606.56163434904,366000
246.71052631578948,83402.87396121885,366000
260.4166666666667,98281.25,366000
