water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,10110.0,366000
22.17105263157895,-110222.8047091413,366000
44.3421052631579,-202242.00831024937,366000
66.51315789473685,-265947.6108033241,366000
88.6842105263158,-301339.6121883657,366000
110.85526315789474,-308418.01246537385,366000
133.0263157894737,-287182.81163434894,366000
155.19736842105263,-237634.0096952907,366000
177.3684210526316,-159771.6066481995,366000
199.53947368421055,-53595.60249307472,366000
221.71052631578948,80894.00277008349,366000
243.88157894736844,243697.20914127468,366000
266.0526315789474,434814.0166204991,366000
288.22368421052636,654244.4252077567,366000
310.39473684210526,901988.4349030477,366000
332.5657894736842,1178046.0457063718,366000
354.7368421052632,1482417.2576177288,366000
376.90789473684214,1815102.07063712,366000
399.0789473684211,2176100.484764544,366000
421.25,2565412.5,366000
