water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,1011.0,366000
22.17105263157895,-11022.280470914131,366000
44.3421052631579,-20224.200831024937,366000
66.51315789473685,-26594.76108033241,366000
88.6842105263158,-30133.96121883657,366000
110.85526315789474,-30841.801246537387,366000
133.0263157894737,-28718.281163434895,366000
155.19736842105263,-23763.400969529073,366000
177.3684210526316,-15977.16066481995,366000
199.53947368421055,-5359.560249307473,366000
221.71052631578948,8089.40027700835,366000
243.88157894736844,24369.72091412747,366000
266.0526315789474,43481.40166204991,366000
288.22368421052636,65424.44252077567,366000
310.39473684210526,90198.84349030477,366000
332.5657894736842,117804.60457063718,366000
354.7368421052632,148241.7257617729,366000
376.90789473684214,181510.207063712,366000
399.0789473684211,217610.0484764544,366000
421.25,256541.25,366000
