water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
32.89473684210526,2649.122807017544,366000
65.78947368421052,5298.245614035088,366000
98.68421052631578,7947.368421052631,366000
131.57894736842104,10596.491228070176,366000
164.4736842105263,13245.61403508772,366000
197.36842105263156,15894.736842105262,366000
230.26315789473682,18543.859649122805,366000
263.1578947368421,21192.98245614035,366000
296.05263157894734,23842.105263157893,366000
328.9473684210526,26491.22807017544,366000
361.84210526315786,29140.350877192977,366000
394.7368421052631,31789.473684210523,366000
427.6315789473684,34438.59649122807,366000
460.52631578947364,37087.71929824561,366000
493.4210526315789,39736.84210526315,366000
526.3157894736842,39736.84210526315,366000
559.2105263157894,61095.39473684211,366000
592.1052631578947,82453.94736842107,366000
625.0,103812.50000000001,366000
