water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,2500000.0,366000
13.706140350877194,2500000.0,366000
27.412280701754387,2500000.0,366000
41.11842105263158,2500000.0,366000
54.824561403508774,2500000.0,366000
68.53070175438597,2500000.0,366000
82.23684210526316,2500000.0,366000
95.94298245614036,2500000.0,366000
109.64912280701755,2500000.0,366000
123.35526315789474,2500000.0,366000
137.06140350877195,2500000.0,366000
150.76754385964912,2500000.0,366000
164.47368421052633,2500000.0,366000
178.1798245614035,2500000.0,366000
191.8859649122807,2500000.0,366000
205.5921052631579,2500000.0,366000
219.2982456140351,2500000.0,366000
233.0043859649123,2500000.0,366000
246.71052631578948,2500000.0,366000
260.4166666666667,2500000.0,366000
