water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,850.0,366000
18.640350877192983,-7655.886426592799,366000
37.280701754385966,-14160.38781163435,366000
55.921052631578945,-18663.50415512465,366000
74.56140350877193,-21165.235457063714,366000
93.20175438596492,-21665.581717451525,366000
111.84210526315789,-20164.542936288082,366000
130.48245614035088,-16662.119113573408,366000
149.12280701754386,-11158.310249307484,366000
167.76315789473685,-3653.1163434903024,366000
186.40350877192984,5853.462603878113,366000
205.04385964912282,17361.42659279781,366000
223.68421052631578,30870.775623268706,366000
242.32456140350877,46381.50969529085,366000
260.96491228070175,63893.628808864254,366000
279.60526315789474,83407.13296398892,366000
298.2456140350877,104922.02216066481,366000
316.8859649122807,128438.29639889198,366000
335.5263157894737,153955.95567867038,366000
354.1666666666667,181475.0,366000
