water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
18.640350877192983,18640.35087719298,366000
37.280701754385966,37280.70175438596,366000
55.921052631578945,55921.05263157895,366000
74.56140350877193,74561.40350877192,366000
93.20175438596492,93201.7543859649,366000
111.84210526315789,111842.1052631579,366000
130.48245614035088,130482.45614035087,366000
149.12280701754386,149122.80701754385,366000
167.76315789473685,167763.15789473683,366000
186.40350877192984,186403.5087719298,366000
205.04385964912282,205043.85964912278,366000
223.68421052631578,223684.2105263158,366000
242.32456140350877,242324.56140350876,366000
260.96491228070175,260964.91228070174,366000
279.60526315789474,279605.2631578947,366000
298.2456140350877,279605.2631578947,366000
316.8859649122807,429893.09210526315,366000
335.5263157894737,580180.9210526317,366000
354.1666666666667,730468.7500000001,366000
