water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,6250.0,366000
13.706140350877194,-39737.70775623269,366000
27.412280701754387,-74904.77839335181,366000
41.11842105263158,-99251.21191135734,366000
54.824561403508774,-112777.00831024931,366000
68.53070175438597,-115482.16759002768,366000
82.23684210526316,-107366.68975069252,366000
95.94298245614036,-88430.57479224377,366000
109.64912280701755,-58673.82271468139,366000
123.35526315789474,-18096.433518005535,366000
137.06140350877195,33301.59279778408,366000
150.76754385964912,95520.25623268704,366000
164.47368421052633,168559.55678670364,366000
178.1798245614035,252419.49445983372,366000
191.8859649122807,347100.0692520775,366000
205.5921052631579,452601.28116343473,366000
219.2982456140351,568923.1301939061,366000
233.0043859649123,696065.6163434903,366000
246.71052631578948,834028.7396121884,366000
260.4166666666667,982812.5,366000
