water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,1250000.0,366000
13.706140350877194,1250000.0,366000
27.412280701754387,1250000.0,366000
41.11842105263158,1250000.0,366000
54.824561403508774,1250000.0,366000
68.53070175438597,1250000.0,366000
82.23684210526316,1250000.0,366000
95.94298245614036,1250000.0,366000
109.64912280701755,1250000.0,366000
123.35526315789474,1250000.0,366000
137.06140350877195,1250000.0,366000
150.76754385964912,1250000.0,366000
164.47368421052633,1250000.0,366000
178.1798245614035,1250000.0,366000
191.8859649122807,1250000.0,366000
205.5921052631579,1250000.0,366000
219.2982456140351,1250000.0,366000
233.0043859649123,1250000.0,366000
246.71052631578948,1250000.0,366000
260.4166666666667,1250000.0,366000
