water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,0.0,366000
43.85964912280702,3286.5497076023394,366000
87.71929824561404,6573.099415204679,366000
131.57894736842107,9859.649122807017,366000
175.43859649122808,13146.198830409357,366000
219.2982456140351,16432.748538011696,366000
263.15789473684214,19719.298245614034,366000
307.01754385964915,23005.847953216376,366000
350.87719298245617,26292.397660818715,366000
394.7368421052632,29578.947368421053,366000
438.5964912280702,32865.49707602339,366000
482.4561403508772,36152.04678362573,366000
526.3157894736843,39438.59649122807,366000
570.1754385964913,42725.146198830415,366000
614.0350877192983,46011.69590643275,366000
657.8947368421053,49298.24561403509,366000
701.7543859649123,49298.24561403509,366000
745.6140350877193,75796.05263157898,366000
789.4736842105264,102293.85964912284,366000
833.3333333333334,128791.6666666667,366000
