water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,1700000.0,366000
18.640350877192983,1700000.0,366000
37.280701754385966,1700000.0,366000
55.921052631578945,1700000.0,366000
74.56140350877193,1700000.0,366000
93.20175438596492,1700000.0,366000
111.84210526315789,1700000.0,366000
130.48245614035088,1700000.0,366000
149.12280701754386,1700000.0,366000
167.76315789473685,1700000.0,366000
186.40350877192984,1700000.0,366000
205.04385964912282,1700000.0,366000
223.68421052631578,1700000.0,366000
242.32456140350877,1700000.0,366000
260.96491228070175,1700000.0,366000
279.60526315789474,1700000.0,366000
298.2456140350877,1700000.0,366000
316.8859649122807,1700000.0,366000
335.5263157894737,1700000.0,366000
354.1666666666667,1700000.0,366000
