electricity_cost_usd_month,water_production_AF_month,fixed_cost_usd_month
18027.556392776107,0.0,366000
45974.17661500762,47.99043304309763,366000
73085.99430302692,96.42640061046806,366000
102347.65084515724,142.63469555647458,366000
127900.41301096971,189.35217281593577,366000
154524.1922943729,235.46499607816943,366000
182522.18498024796,282.5643600727215,366000
